0,5650.705753738029
1,5663.168378003663
2,5675.631002269296
3,5688.09362653493
4,5700.556250800563
5,5713.018875066196
6,5725.4814993318305
7,5737.944123597464
8,5750.406747863098
9,5762.869372128731
10,5775.331996394364
11,5788.1923423974395
12,5801.052688400514
13,5813.913034403589
14,5826.773380406664
15,5839.633726409738
16,5852.494072412814
17,5865.354418415889
18,5878.214764418964
19,5891.075110422038
20,5903.935456425113
21,5916.795802428188
22,5929.656148431263
23,5942.931616373041
24,5956.207084314819
25,5969.482552256598
26,5982.758020198376
27,5996.033488140151
28,6009.30895608193
29,6022.5844240237075
30,6035.859891965487
31,6049.1353599072645
32,6062.410827849042
33,6075.68629579082
34,6088.961763732598
35,6102.672587569161
36,6116.383411405725
37,6130.094235242288
38,6143.8050590788525
39,6157.515882915417
40,6171.2267067519815
41,6184.937530588546
42,6198.64835442511
43,6212.359178261674
44,6226.070002098238
45,6239.780825934802
46,6253.491649771365
47,6267.661548583386
48,6281.831447395409
49,6296.001346207429
50,6310.17124501945
51,6324.3411438314715
52,6338.511042643493
53,6352.680941455514
54,6366.850840267535
55,6381.020739079556
56,6395.190637891577
57,6409.360536703599
58,6423.5304355156195
59,6438.187158566644
60,6452.8438816176695
61,6467.500604668693
62,6482.157327719718
63,6496.814050770743
64,6511.470773821767
65,6526.127496872791
66,6540.784219923817
67,6555.44094297484
68,6570.097666025866
69,6584.75438907689
70,6599.411112127914
71,6614.586965202816
72,6629.762818277719
73,6644.93867135262
74,6660.11452442752
75,6675.290377502423
76,6690.466230577324
77,6705.642083652226
78,6720.817936727127
79,6735.993789802029
80,6751.169642876929
81,6766.345495951832
82,6781.521349026733
83,6797.253889363871
84,6812.986429701007
85,6828.718970038144
86,6844.451510375282
87,6860.184050712418
88,6875.916591049556
89,6891.649131386692
90,6907.3816717238315
91,6923.114212060968
92,6938.846752398104
93,6954.579292735241
94,6970.311833072379
95,6986.644577354946
96,7002.977321637516
97,7019.310065920084
98,7035.642810202652
99,7051.97555448522
100,7068.308298767787
101,7084.641043050356
102,7100.973787332924
103,7117.306531615492
104,7133.63927589806
105,7149.972020180629
106,7166.304764463196
107,7183.288041538067
108,7200.271318612939
109,7217.25459568781
110,7234.23787276268
111,7251.221149837551
112,7268.204426912423
113,7285.187703987294
114,7302.170981062165
115,7319.154258137036
116,7336.137535211907
117,7353.120812286777
118,7370.104089361648
119,7387.795992829912
120,7405.48789629818
121,7423.1797997664435
122,7440.871703234708
123,7458.563606702974
124,7476.255510171237
125,7493.947413639503
126,7511.639317107768
127,7529.331220576033
128,7547.023124044298
129,7564.715027512563
130,7582.406930980828
131,7600.874424848597
132,7619.341918716367
133,7637.809412584137
134,7656.276906451908
135,7674.744400319677
136,7693.211894187449
137,7711.679388055219
138,7730.146881922987
139,7748.614375790759
140,7767.081869658528
141,7785.549363526298
142,7804.016857394067
143,7823.337070066944
144,7842.6572827398195
145,7861.977495412696
146,7881.297708085572
147,7900.617920758447
148,7919.938133431325
149,7939.2583461042
150,7958.578558777074
151,7977.898771449952
152,7997.218984122829
153,8016.539196795704
154,8035.85940946858
155,8056.1211253462
156,8076.382841223816
157,8096.644557101435
158,8116.906272979054
159,8137.167988856671
160,8157.42970473429
161,8177.691420611909
162,8197.953136489527
163,8218.214852367146
164,8238.476568244765
165,8258.73828412238
166,107.5
167,0.0
